team_abbreviation,full_team_name,tag,region,country,country_code,rank,score,record,earnings,founded_year,game,logo_url
W13O,RED Canids,W13O,Brazil,Brazil,br,2,1980.0,27–18,44439.0,,Valorant,https://owcdn.net/img/63876c258b1e3.png
A1EZ,2Game Esports,A1EZ,Brazil,Brazil,br,3,1976.0,21–15,57130.0,,Valorant,https://owcdn.net/img/67725c368d524.png
V1MG,MIBR,V1MG,Brazil,Brazil,br,4,1954.0,7–3,3000.0,,Valorant,https://owcdn.net/img/632be7626d6d9.png
B10F,Corinthians Esports,B10F,Brazil,Brazil,br,5,1949.0,24–11,42973.0,,Valorant,https://owcdn.net/img/67665f186e8a8.png
MAT,FURIA,MAT,Brazil,Brazil,br,6,1898.0,7–9,129788.0,,Valorant,https://owcdn.net/img/632be843b7d51.png
V1IQ,PEEK,V1IQ,Brazil,Brazil,br,7,1848.0,24–7,4102.0,,Valorant,https://owcdn.net/img/669049dd17504.png
A1LY,Stellae Gaming,A1LY,Brazil,Brazil,br,8,1799.0,7–4,829.0,,Valorant,https://owcdn.net/img/6597892f756bf.png
V1FR,MIBR GC,V1FR,Brazil,Brazil,br,9,1786.0,12–3,118443.0,,Valorant,https://owcdn.net/img/632be7626d6d9.png
V139,Team Liquid Brazil,V139,Brazil,Brazil,br,10,1747.0,15–5,149225.0,,Valorant,https://owcdn.net/img/640c381f0603f.png
V1J5,Grêmio Esports,V1J5,Brazil,Brazil,br,11,1737.0,17–8,3481.0,,Valorant,https://owcdn.net/img/67257b5a8d3f1.png
M1OD,Los Grandes,M1OD,Brazil,Brazil,br,12,1714.0,3–2,0.0,,Valorant,https://owcdn.net/img/6798d84cbb88b.png
Q1LY,TBK Esports,Q1LY,Brazil,Brazil,br,13,1703.0,5–5,553.0,,Valorant,https://owcdn.net/img/61d39894f3d3a.png
B1NJ,F4TALITY,B1NJ,Brazil,Brazil,br,14,1671.0,4–6,0.0,,Valorant,https://owcdn.net/img/673b3c4a53aaf.png
X1I5,Agropesca Jacare,X1I5,Brazil,Brazil,br,15,1634.0,14–16,0.0,,Valorant,https://owcdn.net/img/6798af4757116.png
A1IQ,Underhounds,A1IQ,Brazil,Brazil,br,16,1610.0,6–10,0.0,,Valorant,https://owcdn.net/img/6690473b1d799.png
B1LY,SAGAZ,B1LY,Brazil,Brazil,br,17,1577.0,1–6,0.0,,Valorant,https://owcdn.net/img/663b1b74f32c5.png
Q1OD,MIBR Academy,Q1OD,Brazil,Brazil,br,18,1566.0,0–5,0.0,,Valorant,https://owcdn.net/img/67127fdb2ae3e.png
XPU,FULL SENSE,XPU,Asia Pacific,Thailand,th,1,2000.0,30–10,113281.0,,Valorant,https://owcdn.net/img/6537a7954d915.png
W1HY,KIMMY KITTENS,W1HY,Asia Pacific,Singapore,sg,2,1879.0,27–10,68287.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z67,BOOM Esports,Z67,Asia Pacific,Indonesia,id,3,1876.0,26–9,174157.0,,Valorant,https://owcdn.net/img/629f1bdae82ab.png
T1CB,Alter Ego,T1CB,Asia Pacific,Indonesia,id,4,1860.0,32–13,116758.0,,Valorant,https://owcdn.net/img/62bbed294db68.png
ACM,Paper Rex,ACM,Asia Pacific,Singapore,sg,5,1859.0,25–15,1096136.0,,Valorant,https://owcdn.net/img/62bbeba74d5cb.png
WLD,Revenant XSpark,WLD,Asia Pacific,India,,6,1794.0,30–10,175385.0,,Valorant,https://owcdn.net/img/6780c7e474266.png
M1AU,Team Flash,M1AU,Asia Pacific,Vietnam,vn,7,1767.0,32–12,24197.0,,Valorant,https://owcdn.net/img/65561b4d674c3.png
X68,Team Secret,X68,Asia Pacific,Philippines,ph,8,1752.0,8–9,219316.0,,Valorant,https://owcdn.net/img/629f13085ead6.png
T1ON,Velocity Gaming,T1ON,Asia Pacific,India,,9,1752.0,12–0,0.0,,Valorant,https://owcdn.net/img/644409df4d0bc.png
X1B3,ZOL Esports,X1B3,Asia Pacific,Philippines,ph,10,1738.0,29–16,48631.0,,Valorant,https://owcdn.net/img/6565ed37899fb.png
VFW,Fancy United Esports,VFW,Asia Pacific,Vietnam,vn,11,1736.0,17–9,87480.0,,Valorant,https://owcdn.net/img/626a5cb665a9a.png
B1CF,TALON,B1CF,Asia Pacific,Thailand,th,12,1731.0,13–16,64054.0,,Valorant,https://owcdn.net/img/6226f3d764e03.png
YZL,Rex Regum Qeon,YZL,Asia Pacific,Indonesia,id,13,1725.0,11–11,18125.0,,Valorant,https://owcdn.net/img/629f17f51e7a3.png
MZ3,黎明企鵝,MZ3,Asia Pacific,Taiwan,,14,1714.0,21–9,35572.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
MMP,IGNITE,MMP,Asia Pacific,Singapore,sg,15,1693.0,29–13,29971.0,,Valorant,https://owcdn.net/img/6719c5a6a3787.png
Q1KZ,Bigetron Arctic,Q1KZ,Asia Pacific,Indonesia,id,16,1692.0,11–6,5825.0,,Valorant,https://owcdn.net/img/63870500d0d89.png
V1K3,Orangutan,V1K3,Asia Pacific,India,,17,1691.0,18–8,17370.0,,Valorant,https://owcdn.net/img/65f6a278338a3.png
Y1MT,Z11,Y1MT,Asia Pacific,Thailand,th,18,1680.0,8–3,5000.0,,Valorant,https://owcdn.net/img/62614df0b0abf.png
Y1H0,Xipto Esports,Y1H0,Asia Pacific,Singapore,sg,19,1657.0,22–13,15137.0,,Valorant,https://owcdn.net/img/67742094e5e85.png
ZQ9,Oblivion Force,ZQ9,Asia Pacific,Hong Kong,,20,1650.0,17–11,39500.0,,Valorant,https://owcdn.net/img/6204d0d379d9c.png
BH0,Team Snakes,BH0,Asia Pacific,Pakistan,,21,1647.0,2–1,34717.0,,Valorant,https://owcdn.net/img/622710f1465e3.png
X1MA,Sharper Esport,X1MA,Asia Pacific,Thailand,th,22,1630.0,9–2,1476.0,,Valorant,https://owcdn.net/img/62bbeefb37a75.png
Y1A5,The MongolZ,Y1A5,Asia Pacific,Mongolia,,23,1623.0,24–12,2646.0,,Valorant,https://owcdn.net/img/65e948e0390f0.png
Y1KJ,Oasis Gaming,Y1KJ,Asia Pacific,Philippines,ph,24,1616.0,11–4,3117.0,,Valorant,https://owcdn.net/img/629f15187dd71.png
M1MR,Himothys,M1MR,Asia Pacific,Singapore,sg,25,1616.0,8–2,2229.0,,Valorant,https://owcdn.net/img/677a9e289e54e.png
Q1DY,XERXIA Esports,Q1DY,Asia Pacific,Thailand,th,26,1610.0,8–13,7256.0,,Valorant,https://owcdn.net/img/6386fd12b84b5.png
A1NH,NAOS,A1NH,Asia Pacific,Philippines,ph,27,1604.0,3–3,4000.0,,Valorant,https://owcdn.net/img/6547801579095.png
X1NH,RRQ Academy,X1NH,Asia Pacific,Indonesia,id,28,1600.0,4–4,3000.0,,Valorant,https://owcdn.net/img/629f17f51e7a3.png
W6W,Todak,W6W,Asia Pacific,Indonesia,id,29,1600.0,12–6,17415.0,,Valorant,https://owcdn.net/img/63dce0a45e3f3.png
Y1PQ,Soi Thai Esports,Y1PQ,Asia Pacific,Singapore,sg,30,1597.0,7–1,1371.0,,Valorant,https://owcdn.net/img/6778fb0aceffe.png
T1PC,XGOD,T1PC,Asia Pacific,Thailand,th,31,1596.0,8–1,2362.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
BRP,S2 Esports,BRP,Asia Pacific,Taiwan,,32,1595.0,15–9,18313.0,,Valorant,https://owcdn.net/img/636f05b23aae9.png
Y1PE,Team NKT,Y1PE,Asia Pacific,Thailand,th,33,1594.0,9–3,1034.0,,Valorant,https://owcdn.net/img/6368c0567ad46.png
V12N,OLD STINKY CAT,V12N,Asia Pacific,Philippines,ph,34,1593.0,10–10,7781.0,,Valorant,https://owcdn.net/img/65c96c9f28d20.png
T1ES,Team Big BAAM,T1ES,Asia Pacific,Vietnam,vn,35,1591.0,20–16,3629.0,,Valorant,https://owcdn.net/img/622c9ef0ac739.png
X1NK,TALON Academy,X1NK,Asia Pacific,Thailand,th,36,1591.0,3–2,3000.0,,Valorant,https://owcdn.net/img/6226f3d764e03.png
Y1OX,ARF TEAM,Y1OX,Asia Pacific,Indonesia,id,37,1590.0,5–0,2913.0,,Valorant,https://owcdn.net/img/6278619778f59.png
T1MK,GOOD BOY,T1MK,Asia Pacific,Taiwan,,38,1590.0,9–2,2451.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1HR,TUMT Shark,T1HR,Asia Pacific,Taiwan,,39,1588.0,11–8,3385.0,,Valorant,https://owcdn.net/img/6762a3b538463.png
Y1KX,Blue Eyes White Dragon,Y1KX,Asia Pacific,Vietnam,vn,40,1586.0,13–13,3473.0,,Valorant,https://owcdn.net/img/6767932105ee5.png
BT1,La Familia,BT1,Asia Pacific,Indonesia,id,41,1584.0,16–16,12761.0,,Valorant,https://owcdn.net/img/6718d3c931e33.png
T1EX,Carti World,T1EX,Asia Pacific,Philippines,ph,42,1582.0,9–11,1217.0,,Valorant,https://owcdn.net/img/65cb152e1a816.png
X11M,Unicorn Cyber Da Nang,X11M,Asia Pacific,Vietnam,vn,43,1580.0,17–18,26486.0,,Valorant,https://owcdn.net/img/666534969a979.png
T1OK,OverPowered Youths,T1OK,Asia Pacific,Singapore,sg,44,1579.0,10–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1CQ,Global Esports,V1CQ,Asia Pacific,India,,45,1579.0,3–7,5000.0,,Valorant,https://owcdn.net/img/629f316ddd4dd.png
Q1J0,Lexious Gaming,Q1J0,Asia Pacific,Maldives,,46,1575.0,7–1,325.0,,Valorant,https://owcdn.net/img/60f9b5ad4ba49.png
X1CM,Kimchi Fried Rice,X1CM,Asia Pacific,Singapore,sg,47,1575.0,0–0,321.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1JM,Chinggis Warriors,A1JM,Asia Pacific,Mongolia,,48,1572.0,12–6,881.0,,Valorant,https://owcdn.net/img/65fbd0bbbd4db.png
B1LX,GE Junior,B1LX,Asia Pacific,Vietnam,vn,49,1570.0,7–4,689.0,,Valorant,https://owcdn.net/img/673a0f5b8db15.png
Y1JP,Team Serenity,Y1JP,Asia Pacific,Pakistan,,50,1562.0,5–2,0.0,,Valorant,https://owcdn.net/img/66ed6315e5707.png
B1P2,Solokyu,B1P2,Asia Pacific,Philippines,ph,51,1557.0,4–1,861.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1MR,Rival Esports,A1MR,Asia Pacific,Singapore,sg,52,1557.0,11–7,0.0,,Valorant,https://owcdn.net/img/676e7e67472f5.png
X1N4,IHC Esports,X1N4,Asia Pacific,Mongolia,,53,1554.0,4–2,728.0,,Valorant,https://owcdn.net/img/67693d95ca703.png
A1PW,VAN152,A1PW,Asia Pacific,Taiwan,,54,1549.0,3–2,305.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T18U,Team MysticX,T18U,Asia Pacific,Pakistan,,55,1548.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1PI,MF TEAM,Z1PI,Asia Pacific,Thailand,th,56,1547.0,6–2,738.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1KI,PlayMasterZ,Z1KI,Asia Pacific,Malaysia,my,57,1545.0,5–3,1545.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1J1,Morrigans Incomplete,Q1J1,Asia Pacific,Maldives,,58,1544.0,5–2,130.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1KY,Leones Invicti,V1KY,Asia Pacific,Indonesia,id,59,1544.0,6–3,1214.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1MS,5 Budak Gemuk,T1MS,Asia Pacific,Malaysia,my,60,1543.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1M1,LAZY,Q1M1,Asia Pacific,Vietnam,vn,61,1542.0,7–5,394.0,,Valorant,https://owcdn.net/img/640fb561d8c55.png
Z1MM,VNU Esports,Z1MM,Asia Pacific,Taiwan,,62,1541.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1PF,Reckoning Esports,T1PF,Asia Pacific,India,,63,1541.0,3–3,0.0,,Valorant,https://owcdn.net/img/5f7b4a299fe14.png
W1G6,the people,W1G6,Asia Pacific,Maldives,,64,1541.0,5–2,195.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1PQ,369,X1PQ,Asia Pacific,Singapore,sg,65,1540.0,4–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1OK,DODGE ACELS,A1OK,Asia Pacific,Singapore,sg,66,1540.0,4–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1BR,APAC Slayer,Z1BR,Asia Pacific,Indonesia,id,67,1537.0,0–0,729.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1PK,NEBULA,B1PK,Asia Pacific,Thailand,th,68,1537.0,4–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1LM,Furious Five,V1LM,Asia Pacific,Singapore,sg,69,1536.0,4–3,68.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1HD,Team Resonance,B1HD,Asia Pacific,India,,70,1534.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1AB,MiBH,W1AB,Asia Pacific,India,,71,1533.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1J1,The Ult Orbs,Y1J1,Asia Pacific,Maldives,,72,1533.0,4–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1PD,รู้พิกัด,T1PD,Asia Pacific,Thailand,th,73,1533.0,5–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1KM,In one moment,M1KM,Asia Pacific,Thailand,th,74,1532.0,6–3,532.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1PE,dimnesstophy,V1PE,Asia Pacific,Thailand,th,75,1531.0,4–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1OY,RAGE,W1OY,Asia Pacific,Vietnam,vn,76,1530.0,3–2,196.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1P4,Hunters League,X1P4,Asia Pacific,Philippines,ph,77,1529.0,4–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1PE,MARA Esport,Q1PE,Asia Pacific,Thailand,th,78,1526.0,6–3,532.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1PD,freshbestseakimmark,V1PD,Asia Pacific,Thailand,th,79,1526.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1PD,ESAN GANGSTER,Q1PD,Asia Pacific,Thailand,th,80,1526.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1OZ,Homeless Gang,Z1OZ,Asia Pacific,Vietnam,vn,81,1526.0,3–2,196.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1PH,No Ego Gaming,B1PH,Asia Pacific,Thailand,th,82,1525.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1PE,Mercurialz Esport,Z1PE,Asia Pacific,Thailand,th,83,1525.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1JR,India's Last Hope,V1JR,Asia Pacific,India,,84,1525.0,5–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X11P,BEAST,X11P,Asia Pacific,Indonesia,id,85,1524.0,0–0,0.0,,Valorant,https://owcdn.net/img/6186477795035.png
X1PD,STARBOY,X1PD,Asia Pacific,Thailand,th,86,1524.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1BP,BIGG Motley,W1BP,Asia Pacific,Indonesia,id,87,1524.0,0–0,0.0,,Valorant,https://owcdn.net/img/60f0f95e96cc2.png
X1PH,Plat advenger v2,X1PH,Asia Pacific,Thailand,th,88,1524.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1PG,Muse ปฏิทิน,W1PG,Asia Pacific,Thailand,th,89,1524.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1PG,RUB HLO KUB,A1PG,Asia Pacific,Thailand,th,90,1524.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1PG,SHINTHEJANG,Y1PG,Asia Pacific,Thailand,th,91,1524.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1PG,xuouuoe,X1PG,Asia Pacific,Thailand,th,92,1524.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1DK,TWA,Z1DK,Asia Pacific,Taiwan,,93,1522.0,4–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1JP,Team Ruthless,T1JP,Asia Pacific,Pakistan,,94,1522.0,4–3,0.0,,Valorant,https://owcdn.net/img/66e9899167ed1.png
V1EX,Stream Raiders Nacague,V1EX,Asia Pacific,Philippines,ph,95,1522.0,0–0,0.0,,Valorant,https://owcdn.net/img/62482815b78a4.png
T1OJ,Retirement Home,T1OJ,Asia Pacific,Singapore,sg,96,1521.0,7–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1KH,Eclipse Nexus,B1KH,Asia Pacific,Malaysia,my,97,1521.0,4–3,190.0,,Valorant,https://owcdn.net/img/6777a3c632501.png
Z1LR,Fortius Untitled UMN,Z1LR,Asia Pacific,Indonesia,id,98,1521.0,3–2,236.0,,Valorant,https://owcdn.net/img/673b0bba41600.png
M1PH,เต็ม 4 ขาด 1,M1PH,Asia Pacific,Thailand,th,99,1521.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1J2,Trinity,Y1J2,Asia Pacific,Maldives,,100,1520.0,4–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1J2,Henveiru Monkeys,X1J2,Asia Pacific,Maldives,,101,1520.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1J1,T-Bag Titans,M1J1,Asia Pacific,Maldives,,102,1519.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1A9,The Covenant,W1A9,Asia Pacific,Bangladesh,,103,1519.0,1–2,911.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
AHA,Cynical,AHA,Asia Pacific,Indonesia,id,104,1517.0,3–7,6477.0,,Valorant,https://owcdn.net/img/66449042405cf.png
W1PF,S8UL Esports,W1PF,Asia Pacific,India,,105,1517.0,2–3,0.0,,Valorant,https://owcdn.net/img/67becb3c72954.png
Z1B3,Ivy League Gaming,Z1B3,Asia Pacific,Philippines,ph,106,1516.0,0–0,88.0,,Valorant,https://owcdn.net/img/6536a7a61413b.png
M1ES,Original Gaming,M1ES,Asia Pacific,Vietnam,vn,107,1516.0,9–11,1205.0,,Valorant,https://owcdn.net/img/65e4b5ff832d9.png
Z1PQ,Gopal Esports,Z1PQ,Asia Pacific,Singapore,sg,108,1512.0,2–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1L5,Friendly Raccoons,B1L5,Asia Pacific,Singapore,sg,109,1512.0,6–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
QKG,Perfectionists,QKG,Asia Pacific,Pakistan,,110,1512.0,6–3,0.0,,Valorant,https://owcdn.net/img/66ed63d2a99c8.png
W1PE,akatsukii,W1PE,Asia Pacific,Thailand,th,111,1511.0,5–3,354.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1EZ,Adamant Celestials,X1EZ,Asia Pacific,Philippines,ph,112,1510.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T12M,Young,T12M,Asia Pacific,Thailand,th,113,1510.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1KN,R5R5R5,A1KN,Asia Pacific,Thailand,th,114,1507.0,5–4,354.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1J1,Xkeliber,X1J1,Asia Pacific,Maldives,,115,1507.0,2–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1OJ,WASHED KITTENS,Y1OJ,Asia Pacific,Singapore,sg,116,1506.0,2–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1LV,Pro Lurkers,Q1LV,Asia Pacific,Vietnam,vn,117,1505.0,3–4,246.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1E0,ECHO Remnant,B1E0,Asia Pacific,Singapore,sg,118,1505.0,5–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1IU,Black Flag,X1IU,Asia Pacific,India,,119,1504.0,2–3,0.0,,Valorant,https://owcdn.net/img/66ad9e714158f.png
V1KG,NoChill,V1KG,Asia Pacific,Malaysia,my,120,1503.0,2–3,832.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1OI,Global Esports Academy,Z1OI,Asia Pacific,India,,121,1502.0,2–6,0.0,,Valorant,https://owcdn.net/img/629f316ddd4dd.png
Q11O,Le Crapaud,Q11O,Asia Pacific,Indonesia,id,122,1499.0,2–6,1784.0,,Valorant,https://owcdn.net/img/6426eab8b84c8.png
Y1DG,Hungkuang Falcon,Y1DG,Asia Pacific,Taiwan,,123,1499.0,8–12,3500.0,,Valorant,https://owcdn.net/img/65ba2d815f02f.png
Y1OK,Heaven Sent,Y1OK,Asia Pacific,Malaysia,my,124,1499.0,3–4,0.0,,Valorant,https://owcdn.net/img/67baa8e3bcc93.png
A1LW,Veterans,A1LW,Asia Pacific,Vietnam,vn,125,1497.0,5–5,394.0,,Valorant,https://owcdn.net/img/6762cf445fda1.png
T1LW,Aim and Chuckle,T1LW,Asia Pacific,Vietnam,vn,126,1497.0,2–3,148.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
WYV,Candy,WYV,Asia Pacific,Thailand,th,127,1495.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1L2,KADILIMAN,Z1L2,Asia Pacific,Philippines,ph,128,1495.0,5–5,1291.0,,Valorant,https://owcdn.net/img/67d69de85810e.png
W1FU,Rise Up,W1FU,Asia Pacific,Mongolia,,129,1494.0,2–4,370.0,,Valorant,https://owcdn.net/img/65fbd2abd4465.png
Z11M,Stratus Esport,Z11M,Asia Pacific,Malaysia,my,130,1493.0,3–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1LV,WYRM,T1LV,Asia Pacific,Vietnam,vn,131,1493.0,2–3,197.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1MS,Looking for fwends,Z1MS,Asia Pacific,Singapore,sg,132,1492.0,2–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1KX,Dominus Esports,A1KX,Asia Pacific,Vietnam,vn,133,1492.0,6–10,955.0,,Valorant,https://owcdn.net/img/63870461c10c0.png
X1EY,KNG EMPIRE,X1EY,Asia Pacific,Philippines,ph,134,1491.0,0–0,0.0,,Valorant,https://owcdn.net/img/65c7032022ea0.png
V1KM,OneOTwo,V1KM,Asia Pacific,Thailand,th,135,1491.0,2–3,151.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1EX,NO LUCK PURE SKILL,Q1EX,Asia Pacific,Philippines,ph,136,1490.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1DI,ROA Esport,B1DI,Asia Pacific,Taiwan,,137,1490.0,9–10,2500.0,,Valorant,https://owcdn.net/img/65bf4d751693d.png
X1OK,BAN LUCK WINNERS,X1OK,Asia Pacific,Singapore,sg,138,1489.0,1–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1JP,Team Accelerate,M1JP,Asia Pacific,Pakistan,,139,1487.0,2–4,0.0,,Valorant,https://owcdn.net/img/66e6e9c002c33.png
Y1EY,EXTINGUISH,Y1EY,Asia Pacific,Philippines,ph,140,1486.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1E1,6S Esports,Y1E1,Asia Pacific,Malaysia,my,141,1485.0,2–5,0.0,,Valorant,https://owcdn.net/img/67be58bce3a96.png
A1LQ,AURA,A1LQ,Asia Pacific,Mongolia,,142,1484.0,1–4,146.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1KH,Unrated Enjoyers,M1KH,Asia Pacific,Malaysia,my,143,1480.0,3–5,832.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1EX,NOXA Ares,Y1EX,Asia Pacific,Philippines,ph,144,1479.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1LV,BBI Shark,Z1LV,Asia Pacific,Vietnam,vn,145,1479.0,1–4,98.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1OJ,Super Washed,M1OJ,Asia Pacific,Singapore,sg,146,1479.0,2–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1DW,THE OVERDOGS,Y1DW,Asia Pacific,Indonesia,id,147,1477.0,5–7,68.0,,Valorant,https://owcdn.net/img/6748ba135b2a7.png
V1B5,Crocodile Tears,V1B5,Asia Pacific,Vietnam,vn,148,1477.0,6–9,1839.0,,Valorant,https://owcdn.net/img/65ca4c8eaa721.png
ZSA,prime 5,ZSA,Asia Pacific,Pakistan,,149,1477.0,0–0,0.0,,Valorant,https://owcdn.net/img/625382939bdb5.png
M1E2,ROX,M1E2,Asia Pacific,Malaysia,my,150,1475.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1DV,Alternate Realities,Z1DV,Asia Pacific,India,,151,1475.0,4–8,2000.0,,Valorant,https://owcdn.net/img/6640cf68389d0.png
Z1EY,Me and my Friends,Z1EY,Asia Pacific,Philippines,ph,152,1474.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1LX,Học Viện 96,Y1LX,Asia Pacific,Vietnam,vn,153,1473.0,2–6,492.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1BQ,Dieversity Esports,M1BQ,Asia Pacific,India,,154,1472.0,0–0,0.0,,Valorant,https://owcdn.net/img/654c882a1b129.png
T1JM,SP Falcons,T1JM,Asia Pacific,Mongolia,,155,1471.0,5–8,291.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1HA,DIS Esports,X1HA,Asia Pacific,Indonesia,id,156,1471.0,2–7,500.0,,Valorant,https://owcdn.net/img/66409d5cb530b.png
X18V,AIRAVATA ESPORTS,X18V,Asia Pacific,India,,157,1470.0,3–4,0.0,,Valorant,https://owcdn.net/img/654c7f28c6c3a.png
Z1DF,XOXO-01,Z1DF,Asia Pacific,Thailand,th,158,1470.0,9–9,437.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1OK,TEAM VYRE,Q1OK,Asia Pacific,Singapore,sg,159,1468.0,0–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
